0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.01764978165278314,0.010462439391917882,0.009414340937333765,0.004430968753380912,0.007061057548454649,0.005763750333365024,0.013909263572385235,0.003436297327945092,0.008442642196460971,0.0063677286579785445,0.0036554538909180563,0.007242273161865267,0.010982900966572173,0.006523971143001303,0.0043232563282300344,0.009209702153521501,0.004301829492023842,0.004492250318562855
0.017649781652783164,0.0,0.0368162724376106,0.00993546477467409,0.006034348521707181,0.008766581802874384,0.005137415138965982,0.017938917753372797,0.00453459212557684,0.007072967975210755,0.01254213517139547,0.014476734002702512,0.011459705180453762,0.015894920469305275,0.010745867488726841,0.0052008577543822855,0.004787950470429411,0.004975529593143627,0.003776565670461046
0.010462439391918005,0.03681627243761064,0.0,0.011353803525128452,0.004526858280098387,0.008968383372120348,0.005217103505795757,0.012554496930164184,0.006173999953007199,0.005103288862937214,0.00852485975138201,0.0061360169735366985,0.010234259958174107,0.006811151499270954,0.004236297812452765,0.019158170022430622,0.005995422979663182,0.004138707047887128,0.003628789447431508
0.009414340937333903,0.009935464774674108,0.011353803525128402,0.0,0.009878042379274378,0.005242773386911977,0.004001379951405646,0.009373222627287268,0.0036703981021296555,0.006034970342242492,0.005338047131462748,0.010799070187466894,0.02526849945905521,0.010735369464444668,0.012310180524545834,0.01795835885031468,0.00410607131035234,0.005094090395536705,0.0030618200037912813
0.004430968753380814,0.006034348521707094,0.004526858280098454,0.009878042379274364,0.0,0.0036735461867873293,0.0031941405689552777,0.0041177743590270575,0.0032541895935280203,0.004238497302246066,0.0039327405665306025,0.00259511112675303,0.004582312502778905,0.0035965113267826107,0.003871253424403952,0.005120493953254113,0.0032542720051766763,0.0038195995154915985,0.00557433568310329
0.007061057548454788,0.008766581802874304,0.008968383372120374,0.005242773386911959,0.003673546186787172,0.0,0.00728882809728934,0.006794813270295722,0.005742638361411233,0.00733054497142063,0.01632604527540319,0.0727943189907749,0.053278471020105606,0.03699921345438616,0.012433681190104937,0.01581062445103207,0.00560058912577799,0.015342803516190842,0.0077815213318332375
0.005763750333364983,0.005137415138966048,0.005217103505795763,0.004001379951405548,0.0031941405689553193,0.007288828097289356,0.0,0.005498174744614219,0.008411854376862291,0.00398873182899682,0.005255959120254744,0.006193225387212974,0.00712096193440916,0.0031530756404709918,0.0029046732870348247,0.0031500334291711188,0.0030675448051674806,0.0034253259075452654,0.0067286323339377785
0.013909263572385137,0.017938917753372953,0.012554496930164425,0.009373222627287249,0.004117774359027031,0.0067948132702957045,0.005498174744614276,0.0,0.0031337480349366937,0.005082858604033681,0.024902411510763237,0.008619981503472218,0.009679867937693473,0.00850773375611162,0.007483819490984745,0.005317466939175838,0.0038191874428519113,0.0039596309517707364,0.005377249906455541
0.0034362973279452175,0.0045345921255768515,0.006173999953007293,0.003670398102129717,0.0032541895935280446,0.005742638361411273,0.008411854376862388,0.003133748034936692,0.0,0.002658940632137124,0.005281997539204545,0.01572376056062144,0.009900668945663101,0.0076302914115212485,0.007196537034921272,0.0029864163378340134,0.003708786620720255,0.0037776044509361655,0.002315014589388582
0.008442642196460803,0.007072967975210733,0.0051032888629374065,0.006034970342242459,0.004238497302246177,0.00733054497142054,0.0039887318289966705,0.0050828586040336035,0.002658940632137211,0.0,0.005971226930905078,0.008046784966391954,0.012328833020661045,0.013107058845841593,0.004301864841357108,0.0107192121410562,0.0035151115940632977,0.004022405327730035,0.003331839546707515
0.00636772865797877,0.012542135171395524,0.008524859751382086,0.005338047131462864,0.0039327405665305765,0.016326045275403264,0.0052559591202548115,0.024902411510763278,0.0052819975392045596,0.005971226930905133,0.0,0.013403050218326516,0.009750856202023598,0.014472388437302117,0.004744066958361989,0.005762457217990928,0.003549932255383685,0.005754949530496277,0.003910970944868182
0.003655453890918085,0.01447673400270242,0.006136016973536761,0.010799070187466994,0.002595111126752988,0.07279431899077485,0.006193225387212984,0.008619981503472164,0.015723760560621542,0.008046784966392065,0.013403050218326504,0.0,0.08396095810466919,0.08639058942566769,0.027157805042151588,0.034281121680214854,0.0025828375467962313,0.050654243162059784,0.011555961464056254
0.007242273161865309,0.01145970518045377,0.010234259958174374,0.025268499459055162,0.004582312502778704,0.053278471020105495,0.007120961934409091,0.009679867937693385,0.009900668945662907,0.012328833020661057,0.009750856202023539,0.0839609581046693,0.0,0.02533309865908495,0.03242062830002229,0.023738586635640952,0.004000005232378225,0.007181773835845288,0.0030256211891563217
0.01098290096657218,0.015894920469305185,0.006811151499270754,0.010735369464444668,0.003596511326782477,0.0369992134543861,0.0031530756404709558,0.008507733756111595,0.007630291411521231,0.013107058845841464,0.01447238843730208,0.08639058942566762,0.025333098659084775,0.0,0.009473021036840355,0.06945323717869509,0.004084744336079282,0.01642108386352355,0.014276056222003699
0.006523971143001402,0.010745867488726918,0.00423629781245282,0.012310180524545843,0.0038712534244040205,0.012433681190104875,0.0029046732870349483,0.007483819490984939,0.00719653703492132,0.004301864841357151,0.004744066958362053,0.02715780504215164,0.03242062830002228,0.009473021036840579,0.0,0.013243399753504744,0.003382110840488374,0.0053560165563952995,0.0027907347888096842
0.004323256328230101,0.0052008577543823375,0.019158170022430736,0.017958358850314646,0.0051204939532542805,0.015810624451032117,0.0031500334291712073,0.005317466939175991,0.002986416337833863,0.010719212141056254,0.005762457217990963,0.03428112168021486,0.02373858663564111,0.06945323717869531,0.01324339975350489,0.0,0.005717981741842487,0.01267779109923881,0.007603319375179291
0.009209702153521498,0.004787950470429259,0.0059954229796630835,0.004106071310352312,0.0032542720051765804,0.0056005891257778434,0.0030675448051673657,0.003819187442851869,0.0037087866207202494,0.0035151115940632903,0.003549932255383572,0.0025828375467961523,0.004000005232378149,0.004084744336079434,0.003382110840488164,0.005717981741842477,0.0,0.0025125346759117114,0.0027042200491562696
0.004301829492024017,0.004975529593143736,0.004138707047887186,0.005094090395536727,0.003819599515491567,0.015342803516190816,0.0034253259075452255,0.003959630951770781,0.0037776044509360194,0.0040224053277300885,0.005754949530496116,0.0506542431620597,0.007181773835845235,0.016421083863523533,0.005356016556395133,0.012677791099238883,0.0025125346759118754,0.0,0.009991721593545295
0.004492250318562746,0.00377656567046118,0.0036287894474316008,0.003061820003791312,0.005574335683103417,0.007781521331833236,0.006728632333937912,0.005377249906455606,0.0023150145893886223,0.003331839546707614,0.003910970944868369,0.011555961464056193,0.0030256211891563417,0.014276056222003671,0.0027907347888097914,0.007603319375179237,0.0027042200491563264,0.00999172159354523,0.0
