model,M,H,stride,alpha,model_rmse,naive_rmse,rmsse,empirical_eta,pve,overall_corr,beat_naive,horizon_rmse,train_time_minutes
Linear Regression / Ridge,50,3,1,1.0,0.7993267774581909,0.9919413924217224,1.0084228515625,0.09332406029157217,0.2698324918746948,0.5198772194350881,True,"[0.7018682956695557, 0.8257172703742981, 0.8615925908088684]",0.033402701218922935
