model,M,H,stride,epochs,n_roi,model_rmse,naive_rmse,rmsse,pve,overall_corr,beat_naive,horizon_rmse,train_time_minutes
Transformer,50,3,1,20,19,0.8001408576965332,0.9919413924217224,1.0089097023010254,0.2682345509529114,0.5187735456576035,True,"[0.7014314532279968, 0.8272289633750916, 0.8627643585205078]",9.534629015127818
