model,M,H,stride,num_epochs,model_rmse,naive_rmse,rmsse,eta,beat_naive,horizon_rmse,train_time_minutes
Linear Regression,50,3,1,,0.7993271350860596,0.9919413924217224,1.0079736709594727,0.12254055280161175,True,"[0.7018686532974243, 0.8257179260253906, 0.8615926504135132]",0.013239661852518717
