model,M,H,stride,num_epochs,model_rmse,naive_rmse,rmsse,eta,beat_naive,horizon_rmse,train_time_minutes
LSTM,50,3,1,50,0.8071606159210205,0.9919413924217224,1.0179665088653564,0.11478726440404548,True,"[0.7087351679801941, 0.8346214890480042, 0.8692676424980164]",25.079428108533225
