model,M,H,stride,num_epochs,model_rmse,naive_rmse,rmsse,eta,beat_naive,horizon_rmse,train_time_minutes
Transformer,50,3,1,50,0.799953281879425,0.9919413924217224,1.008278489112854,0.12225090004379702,True,"[0.7018437385559082, 0.8267557621002197, 0.8623607158660889]",18.700173910458883
